Id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type
2715,6.2,0.25,0.31,3.2,0.03,32,150,0.99014,3.18,0.31,12,0
2716,7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,0
2717,5.9,0.23,0.24,1.6,0.037,32,115,0.99076,3.21,0.51,11.4,0
2718,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,0
2719,7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6,0
2720,6.4,0.24,0.28,11.5,0.05,34,163,0.9969,3.31,0.45,9.5,0
2721,6.2,0.28,0.41,5,0.043,50,188,0.99318,3.23,0.64,10.8,0
2722,6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,0
2723,6.6,0.24,0.28,6.7,0.032,26,91,0.99172,3.13,0.32,12.3,0
2724,6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,0
2725,6.9,0.33,0.31,7.7,0.04,29,135,0.99226,3.11,0.57,12.3,0
2726,6.1,0.38,0.42,5,0.016,31,113,0.99007,3.15,0.31,12.4,0
2727,8.8,0.23,0.74,3.2,0.042,15,126,0.9934,3.02,0.51,11.2,0
2728,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,0
2729,7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,0
2730,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,0
2731,6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,0
2732,5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,0
2733,5.8,0.34,0.16,7,0.037,26,116,0.9949,3.46,0.45,10,0
2734,6.2,0.21,0.52,6.5,0.047,28,123,0.99418,3.22,0.49,9.9,0
2735,9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,0
2736,5.7,0.44,0.13,7,0.025,28,173,0.9913,3.33,0.48,12.5,0
2737,6.4,0.18,0.74,11.9,0.046,54,168,0.9978,3.58,0.68,10.1,0
2738,7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,0
2739,8.6,0.17,0.28,2.7,0.047,38,150,0.99365,3.1,0.56,10.8,0
2740,8.1,0.3,0.31,1.1,0.041,49,123,0.9914,2.99,0.45,11.1,0
2741,6,0.41,0.23,1.1,0.066,22,148,0.99266,3.3,0.47,9.633333333,0
2742,5.9,0.22,0.38,1.3,0.046,24,90,0.99232,3.2,0.47,10,0
2743,5.7,0.33,0.32,1.4,0.043,28,93,0.9897,3.31,0.5,12.3,0
2744,6.6,0.22,0.36,5.5,0.029,30,105,0.99206,3.2,0.47,11.8,0
2745,9.8,0.93,0.45,8.6,0.052,34,187,0.9994,3.12,0.59,10.2,0
2746,7.2,0.3,0.3,8.1,0.05,40,188,0.99652,3.15,0.49,9.1,0
2747,7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,0
2748,6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,0
2749,7.4,0.18,0.29,1.4,0.042,34,101,0.99384,3.54,0.6,10.5,0
2750,8.1,0.17,0.21,1.6,0.036,24,119,0.99396,3.18,0.52,10.1,0
2751,7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,0
2752,6.5,0.29,0.26,7,0.04,18,113,0.99366,3.17,0.38,10.2,0
2753,6.4,0.1,0.35,4.9,0.048,31,103,0.9947,3.43,0.79,9.7,0
2754,6.2,0.23,0.35,0.7,0.051,24,111,0.9916,3.37,0.43,11,0
2755,7.2,0.2,0.36,2.5,0.028,22,157,0.9938,3.48,0.49,10.6,0
2756,7.2,0.16,0.29,1,0.031,40,123,0.98958,3.12,0.4,12.1,0
2757,6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,0
2758,6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,0
2759,5.6,0.15,0.26,5.55,0.051,51,139,0.99336,3.47,0.5,11,0
2760,7.4,0.28,0.36,1.1,0.028,42,105,0.9893,2.99,0.39,12.4,0
2761,6.1,0.28,0.27,8,0.048,41,162,0.99498,3.21,0.51,9.9,0
2762,6.6,0.32,0.33,2.5,0.052,40,219.5,0.99316,3.15,0.6,10,0
2763,7.3,0.24,0.41,13.6,0.05,41,178,0.9988,3.37,0.43,9.7,0
2764,6.6,0.33,0.32,15.6,0.054,62,227,0.99734,3.25,0.56,10.4,0
2765,7.2,0.18,0.41,1.2,0.048,41,97,0.9919,3.14,0.45,10.4,0
2766,8.3,0.28,0.27,17.5,0.045,48,253,1.00014,3.02,0.56,9.1,0
2767,6.6,0.31,0.38,16.05,0.058,16,165,0.9997,3.38,0.6,9.2,0
2768,5.7,0.12,0.26,5.5,0.034,21,99,0.99324,3.09,0.57,9.9,0
2769,6.5,0.28,0.34,4.6,0.054,22,130,0.99193,3.2,0.46,12,0
2770,7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,0
2771,5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,0
2772,6,0.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,0
2773,6.1,0.17,0.29,1.1,0.041,32,92,0.99036,3.26,0.57,11.2,0
2774,5.1,0.39,0.21,1.7,0.027,15,72,0.9894,3.5,0.45,12.5,0
2775,7.6,0.54,0.23,2,0.029,13,151,0.9931,3.04,0.33,10.4,0
2776,6.3,0.36,0.3,4.8,0.049,14,85,0.9932,3.28,0.39,10.6,0
2777,7.2,0.28,0.26,12.5,0.046,48,179,0.9975,3.1,0.52,9,0
2778,6.9,0.27,0.49,23.5,0.057,59,235,1.0024,2.98,0.47,8.6,0
2779,7,0.13,0.3,5,0.056,31,122,0.9945,3.47,0.42,10.5,0
2780,7.1,0.38,0.4,2.2,0.042,54,201,0.99177,3.03,0.5,11.4,0
2781,7.4,0.21,0.3,8.1,0.047,13,114,0.9941,3.12,0.35,10.5,0
2782,7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,0
2783,6.4,0.27,0.19,2,0.084,21,191,0.99516,3.49,0.63,9.6,0
2784,7.9,0.64,0.46,10.6,0.244,33,227,0.9983,2.87,0.74,9.1,0
2785,8.5,0.16,0.35,1.6,0.039,24,147,0.9935,2.96,0.36,10,0
2786,7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,0
2787,6.5,0.34,0.36,11,0.052,53,247,0.9984,3.44,0.55,9.3,0
2788,8.2,0.23,0.29,1.8,0.047,47,187,0.9933,3.13,0.5,10.2,0
2789,5.2,0.16,0.34,0.8,0.029,26,77,0.99155,3.25,0.51,10.1,0
2790,7,0.16,0.73,1,0.138,58,150,0.9936,3.08,0.3,9.2,0
2791,6.8,0.22,0.36,1.2,0.052,38,127,0.9933,3.04,0.54,9.2,0
2792,7.8,0.42,0.23,8.8,0.054,42,215,0.9971,3.02,0.58,9.2,0
2793,7.4,0.29,0.5,1.8,0.042,35,127,0.9937,3.45,0.5,10.2,0
2794,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,0
2795,9.9,0.49,0.23,2.4,0.087,19,115,0.9948,2.77,0.44,9.4,0
2796,7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,0
2797,6.8,0.11,0.42,1.1,0.042,51,132,0.99059,3.18,0.74,11.3,0
2798,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,0
2799,5.9,0.4,0.32,6,0.034,50,127,0.992,3.51,0.58,12.5,0
2800,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,0
2801,6.9,0.41,0.22,4.2,0.031,10,102,0.993,3,0.86,11.6,0
2802,6.6,0.26,0.27,1.5,0.04,19,114,0.99295,3.36,0.62,10.5,0
2803,6.2,0.36,0.32,4,0.036,44,92,0.98936,3.2,0.5,13.3,0
2804,6.4,0.32,0.31,1.9,0.037,34,126,0.99,3.06,0.45,11.8,0
2805,6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,0
2806,6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,0
2807,6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,0
2808,7,0.15,0.34,1.4,0.039,21,177,0.9927,3.32,0.62,10.8,0
2809,6.6,0.16,0.29,1.8,0.05,40,147,0.9912,3.06,0.44,11.4,0
2810,6.8,0.39,0.31,14.35,0.043,28,162,0.9988,3.17,0.54,9.1,0
2811,8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,0
2812,7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,0
2813,7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,0
2814,7,0.25,0.29,15.2,0.047,40,171,0.9982,3.22,0.45,9.3,0
2815,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,0
2816,6.6,0.35,0.29,14.4,0.044,54,177,0.9991,3.17,0.58,8.9,0
2817,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,0
2818,7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,0
2819,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,0
2820,6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,0
2821,6.3,0.32,0.32,1.5,0.037,12,76,0.98993,3.3,0.46,12.3,0
2822,7.6,0.31,0.49,3.95,0.044,27,131,0.9912,3.08,0.67,12.8,0
2823,5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,0
2824,6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,0
2825,6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,0
2826,6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,0
2827,6.8,0.23,0.29,12.2,0.035,38,236,0.9976,3.35,0.52,9.8,0
2828,6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,0
2829,6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,0
2830,7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,0
2831,6.7,0.17,0.5,2.1,0.043,27,122,0.9923,3.15,0.45,10.3,0
2832,6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,0
2833,6.6,0.26,0.38,6.5,0.17,68,201,0.9956,3.19,0.38,9.4,0
2834,7.6,0.27,0.24,3.8,0.058,19,115,0.9958,3.15,0.45,8.9,0
2835,8.6,0.37,0.7,12.15,0.039,21,158,0.9983,3,0.73,9.3,0
2836,6,0.26,0.26,2.2,0.035,10,72,0.989465,3.11,0.48,12.15,0
2837,5.6,0.15,0.31,5.3,0.038,8,79,0.9923,3.3,0.39,10.5,0
2838,8.4,0.22,0.28,18.8,0.028,55,130,0.998,2.96,0.35,11.6,0
2839,6.7,0.4,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4,0
2840,6.8,0.32,0.18,7.5,0.041,71,223,0.9959,3.14,0.41,8.9,0
2841,5.1,0.3,0.3,2.3,0.048,40,150,0.98944,3.29,0.46,12.2,0
2842,7.7,0.39,0.34,10,0.056,35,178,0.9974,3.26,0.6,10.2,0
2843,6.3,0.29,0.28,4.7,0.059,28,81,0.99036,3.24,0.56,12.7,0
2844,5.8,0.19,0.25,10.8,0.042,33,124,0.99646,3.22,0.41,9.2,0
2845,9,0.24,0.5,1.2,0.048,26,107,0.9918,3.21,0.34,12.4,0
2846,6.3,0.2,0.18,10.6,0.045,57,159,0.99666,3.09,0.54,9.2,0
2847,6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.55,0
2848,7.1,0.2,0.41,2.1,0.054,24,166,0.9948,3.48,0.62,10.5,0
2849,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,0
2850,7.6,0.17,0.36,4.5,0.042,26,102,0.99427,3.09,0.47,9.5,0
2851,8.4,0.17,0.31,5.4,0.052,47,150,0.9953,3.24,0.38,9.8,0
2852,6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.15,0
2853,7.6,0.48,0.31,9.4,0.046,6,194,0.99714,3.07,0.61,9.4,0
2854,9,0.31,0.48,6.6,0.043,11,73,0.9938,2.9,0.38,11.6,0
2855,7.3,0.21,0.29,1.6,0.034,29,118,0.9917,3.3,0.5,11,0
2856,6.8,0.19,0.34,1.9,0.04,41,108,0.99,3.25,0.45,12.9,0
2857,6.4,0.28,0.43,7.1,0.045,60,221,0.9952,3.09,0.45,9.4,0
2858,6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,0
2859,6.6,0.3,0.3,4.8,0.17,60,166,0.9946,3.18,0.47,9.4,0
2860,7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,0
2861,6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,0
2862,6.2,0.44,0.18,7.7,0.096,28,210,0.99771,3.56,0.72,9.2,0
2863,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,0
2864,6,0.2,0.24,1.8,0.03,30,105,0.9909,3.31,0.47,11.5,0
2865,7.4,0.18,0.42,2.1,0.036,33,187,0.9938,3.4,0.41,10.6,0
2866,8.3,0.15,0.39,1.3,0.055,32,146,0.993,3.08,0.39,10.5,0
2867,8,0.37,0.32,1.6,0.04,32,166,0.992,3,0.55,11.3,0
2868,7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,0
2869,6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,0
2870,6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,0
2871,6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,0
2872,7,0.29,0.37,1.6,0.035,34,126,0.99058,3.26,0.47,12.3,0
2873,7.3,0.29,0.29,4.6,0.029,27,155,0.9931,3.07,0.26,10.6,0
2874,6,0.32,0.33,9.9,0.032,22,90,0.99258,3.1,0.43,12.1,0
2875,7.6,0.31,0.26,1.7,0.073,40,157,0.9938,3.1,0.46,9.8,0
2876,6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,0
2877,6.3,0.41,0.16,0.9,0.032,25,98,0.99274,3.16,0.42,9.5,0
2878,4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,0
2879,7.1,0.33,0.3,3.3,0.034,30,102,0.9912,3.08,0.31,12.3,0
2880,5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12,0
2881,7.2,0.21,0.35,14.5,0.048,35,178,0.9982,3.05,0.47,8.9,0
2882,8.4,0.4,0.7,13.1,0.042,29,197,0.998,3.06,0.64,9.7,0
2883,5.9,0.27,0.27,9,0.051,43,136,0.9941,3.25,0.53,10.7,0
2884,6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,0
2885,7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,0
2886,7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,0
2887,8,0.2,0.36,1.2,0.032,21,78,0.9921,3.08,0.37,10.4,0
2888,7.1,0.46,0.23,13.7,0.045,44,192,0.9981,3.11,0.53,9.4,0
2889,7.7,0.39,0.3,5.2,0.037,29,131,0.9943,3.38,0.44,11,0
2890,9.2,0.16,0.49,2,0.044,18,107,0.99514,3.1,0.53,10.2,0
2891,6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4,0
2892,6.2,0.32,0.32,2.2,0.036,15,70,0.9899,3.16,0.48,12.7,0
2893,6.4,0.35,0.2,5.7,0.034,18,117,0.9944,3.33,0.43,10.1,0
2894,4.4,0.32,0.39,4.3,0.03,31,127,0.98904,3.46,0.36,12.8,0
2895,6,0.32,0.3,1.3,0.025,18,112,0.98802,3.07,0.64,13.3,0
2896,7,0.22,0.29,8.9,0.05,24,90,0.99556,3.29,0.46,9.8,0
2897,8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,0
2898,6.8,0.17,0.74,2.4,0.053,61,182,0.9953,3.63,0.76,10.5,0
2899,6.1,0.28,0.3,7.75,0.031,33,139,0.99296,3.22,0.46,11,0
2900,7.5,0.27,0.79,11.95,0.04,51,159,0.99839,2.98,0.44,8.7,0
2901,6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,0
2902,7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,0
2903,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,0
2904,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,0
2905,7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,0
2906,6.9,0.52,0.54,7.9,0.036,23,169,0.99267,3.26,0.47,12.2,0
2907,6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,0
2908,8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,0
2909,6.5,0.33,0.24,14.5,0.048,20,96,0.99456,3.06,0.3,11.5,0
2910,6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1,0
2911,6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,0
2912,5.6,0.28,0.27,3.9,0.043,52,158,0.99202,3.35,0.44,10.7,0
2913,6.8,0.22,0.3,10.6,0.07,67,194,0.99654,2.89,0.42,9,0
2914,8.2,0.26,0.44,1.3,0.046,7,69,0.9944,3.14,0.62,10.2,0
2915,7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,0
2916,6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,0
2917,7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,0
2918,7.2,0.27,0.42,1.6,0.05,35,135,0.992,2.94,0.46,11,0
2919,5.2,0.6,0.07,7,0.044,33,147,0.9944,3.33,0.58,9.7,0
2920,6.5,0.21,0.42,1.1,0.059,33,101,0.9927,3.12,0.38,9.7,0
2921,6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,0
2922,8.3,0.19,0.49,1.2,0.051,11,137,0.9918,3.06,0.46,11,0
2923,6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,0
2924,7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,0
2925,5.7,0.25,0.21,1.5,0.044,21,108,0.99142,3.3,0.59,11,0
2926,7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,0
2927,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,0
2928,6.7,0.13,0.28,1.2,0.046,35,140,0.9927,3.33,0.33,10.1,0
2929,7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,0
2930,7,0.14,0.32,9,0.039,54,141,0.9956,3.22,0.43,9.4,0
2931,6,0.26,0.42,5.2,0.027,70,178,0.9914,3.4,0.4,12.3,0
2932,5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,0
2933,6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,0
2934,7,0.61,0.26,1.7,0.051,25,161,0.9946,3.36,0.6,10.6,0
2935,7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,0
2936,7.4,0.32,0.27,1.4,0.049,38,173,0.99335,3.03,0.52,9.3,0
2937,6.5,0.44,0.49,7.7,0.045,16,169,0.9957,3.11,0.37,8.7,0
2938,6,0.26,0.32,3.8,0.029,48,180,0.99011,3.15,0.34,12,0
2939,7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,0
2940,7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,0
2941,6.5,0.31,0.14,7.5,0.044,34,133,0.9955,3.22,0.5,9.5,0
2942,8.1,0.24,0.26,11,0.043,41,211,0.99676,3.11,0.49,10,0
2943,8.5,0.3,0.28,3.1,0.054,54,174,0.99543,3.21,0.43,9.4,0
2944,6.2,0.235,0.34,1.9,0.036,4,117,0.99032,3.4,0.44,12.2,0
2945,7.1,0.28,0.26,2.8,0.039,50,118,0.9908,3.06,0.59,11.2,0
2946,6.7,0.16,0.36,2,0.045,24,131,0.99284,3.3,0.59,10.5,0
2947,6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,0
2948,7,0.24,0.36,4.9,0.083,10,133,0.9942,3.33,0.37,10.8,0
2949,6.6,0.16,0.21,6.7,0.055,43,157,0.99384,3.15,0.52,10.8,0
2950,6.7,0.2,0.3,1.4,0.025,17,76,0.99104,3.11,0.44,11,0
2951,6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,0
2952,6.7,0.18,0.37,1.3,0.027,42,125,0.98939,3.24,0.37,12.8,0
2953,6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,0
2954,6.8,0.3,0.29,6.2,0.025,29,95,0.99071,3.03,0.32,12.9,0
2955,7.9,0.28,0.41,4.9,0.058,31,153,0.9966,3.27,0.51,9.7,0
2956,6.6,0.34,0.34,2.6,0.051,40.5,210,0.99314,3.15,0.61,10,0
2957,9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8,0
2958,6.4,0.26,0.43,12.6,0.033,64,230,0.9974,3.08,0.38,8.9,0
2959,7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,0
2960,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,0
2961,6.6,0.17,0.38,1.5,0.032,28,112,0.9914,3.25,0.55,11.4,0
2962,6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,0
2963,6.6,0.45,0.43,7.2,0.064,31,186,0.9954,3.12,0.44,9.4,0
2964,6.8,0.23,0.33,1.9,0.047,20,101,0.9914,3.1,0.46,11.1,0
2965,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,0
2966,7.1,0.23,0.23,3.5,0.038,23,112,0.99157,3.05,0.37,11.36666667,0
2967,6.9,0.19,0.28,5,0.058,14,146,0.9952,3.29,0.36,9.1,0
2968,6.7,0.41,0.01,2.8,0.048,39,137,0.9942,3.24,0.35,9.5,0
2969,5.9,0.32,0.19,14.5,0.042,37,115,0.99684,3.16,0.43,10.3,0
2970,6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,0
2971,6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,0
2972,6.6,0.24,0.38,12.75,0.034,8,74,0.99386,3.1,0.57,12.9,0
2973,6.6,0.4,0.32,1.7,0.035,39,84,0.99096,3.59,0.48,12.7,0
2974,9,0.43,0.3,1.5,0.05,7,175,0.9951,3.11,0.45,9.7,0
2975,9.5,0.21,0.47,1.3,0.039,21,123,0.9959,2.9,0.64,9.5,0
2976,9.3,0.2,0.33,1.7,0.05,28,178,0.9954,3.16,0.43,9,0
2977,6,0.29,0.21,1.3,0.055,42,168,0.9914,3.32,0.43,11.1,0
2978,5.6,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,0
2979,8,0.26,0.28,4.8,0.05,34,150,0.99437,3.13,0.5,10,0
2980,6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8,0
2981,6.7,0.23,0.33,1.8,0.036,23,96,0.9925,3.32,0.4,10.8,0
2982,6.1,0.17,0.28,2.5,0.028,22,98,0.99072,3.16,0.37,11.1,0
2983,7.1,0.22,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7,0
2984,7,0.26,0.26,10.8,0.039,37,184,0.99787,3.47,0.58,10.3,0
2985,6,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,0
2986,8,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,0
2987,7.1,0.21,0.4,1.2,0.069,24,156,0.9928,3.42,0.43,10.6,0
2988,5.8,0.29,0.33,3.7,0.029,30,88,0.98994,3.25,0.42,12.3,0
2989,6.6,0.21,0.34,5.6,0.046,30,140,0.99299,3.22,0.38,11,0
2990,6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,0
2991,5.7,0.26,0.3,1.8,0.039,30,105,0.98995,3.48,0.52,12.5,0
2992,6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.6,0
2993,6.6,0.29,0.31,3.9,0.027,39,96,0.99035,3.24,0.6,12.6,0
2994,6.7,0.13,0.45,4.2,0.043,52,131,0.99162,3.06,0.54,11.3,0
2995,7.3,0.26,0.31,1.6,0.04,39,173,0.9918,3.19,0.51,11.4,0
2996,6.3,0.1,0.24,6,0.039,25,107,0.99511,3.59,0.49,10.5,0
2997,6.7,0.24,0.37,11.3,0.043,64,173,0.99632,3.08,0.53,9.9,0
2998,6.7,0.53,0.29,4.3,0.069,20,114,0.99014,3.22,0.59,13.4,0
2999,7.7,0.4,0.27,4.5,0.034,27,95,0.99175,3.21,0.59,12.3,0
3000,8.3,0.4,0.41,8.2,0.05,15,122,0.9979,3.39,0.49,9.3,0
3001,7.5,0.27,0.31,17.7,0.051,33,173,0.999,3.09,0.64,10.2,0
3002,9,0.38,0.53,2.1,0.102,19,76,0.99001,2.93,0.57,12.9,0
3003,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,0
3004,5.9,0.29,0.32,1.4,0.022,17,47,0.9899,3.35,0.35,11.5,0
3005,6.5,0.3,0.39,7.8,0.038,61,219,0.9959,3.19,0.5,9.4,0
3006,6,0.17,0.29,5,0.028,25,108,0.99076,3.14,0.34,12.3,0
3007,5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7,0
3008,6.4,0.17,0.34,13.4,0.044,45,139,0.99752,3.06,0.43,9.1,0
3009,6.6,0.16,0.57,1.1,0.13,58,140,0.9927,3.12,0.39,9.3,0
3010,7.2,0.21,0.29,3.1,0.044,39,122,0.99143,3,0.6,11.3,0
3011,7.4,0.26,0.29,3.7,0.048,14,73,0.9915,3.06,0.45,11.4,0
3012,6.4,0.25,0.32,0.9,0.034,40,114,0.99114,3.31,0.58,10.8,0
3013,6.1,0.18,0.36,2,0.038,20,249.5,0.9923,3.37,0.79,11.3,0
3014,7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,0
3015,7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,0
3016,6.2,0.345,0.27,10.1,0.056,38,187,0.99486,3.31,0.56,10.6,0
3017,7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,0
3018,5.5,0.3,0.25,1.9,0.029,33,118,0.98972,3.36,0.66,12.5,0
3019,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,0
3020,8.1,0.19,0.58,16.65,0.049,48,181,1.0006,3.2,0.62,9.1,0
3021,6,0.3,0.44,1.5,0.046,15,182,0.99455,3.5,0.52,10.4,0
3022,6,0.29,0.27,2.3,0.044,20,117,0.9895,3.31,0.41,12.7,0
