FIPS,State,County,2010 Census Population,"Population Estimate, 2011","Population Estimate, 2012","Population Estimate, 2013","Population Estimate, 2014","Population Estimate, 2015","Population Estimate, 2016"
37033, North Carolina,Caswell ,23719,23603,23220,23294,23036,23012,22910
37035, North Carolina,Catawba ,154358,154556,154940,155202,155109,155593,156459
37037, North Carolina,Chatham ,63505,65193,65764,66622,68492,70770,72243
37039, North Carolina,Cherokee ,27444,27134,26971,27060,27056,27137,27905
37041, North Carolina,Chowan ,14793,14812,14715,14721,14589,14372,14383
37043, North Carolina,Clay ,10587,10676,10684,10650,10644,10755,10915
37045, North Carolina,Cleveland ,98078,97534,97425,97000,97071,96924,97144
37047, North Carolina,Columbus ,58098,57828,57591,57146,56906,56927,56505
37049, North Carolina,Craven ,103505,104701,105309,104425,104343,103427,103445
37051, North Carolina,Cumberland ,319431,323887,323454,326676,326369,325581,327127
37053, North Carolina,Currituck ,23547,23899,24030,24337,24913,25231,25809
37055, North Carolina,Dare ,33920,34193,34453,34892,35039,35586,35964
37057, North Carolina,Davidson ,162878,163305,163474,163737,163958,164196,164926
37059, North Carolina,Davie ,41240,41337,41323,41475,41332,41696,42013
37061, North Carolina,Duplin ,58505,59309,59466,59241,59258,58670,58969
37063, North Carolina,Durham ,267587,276590,282676,288512,295116,300573,306212
37065, North Carolina,Edgecombe ,56552,56108,55746,55529,54921,53831,53318
37067, North Carolina,Forsyth ,350670,354565,357815,361049,365059,368019,371511
37069, North Carolina,Franklin ,60619,61054,61537,62226,62802,63674,64705
37071, North Carolina,Gaston ,206086,206979,208128,209384,210921,213366,216965
37073, North Carolina,Gates ,12197,12076,11919,11667,11562,11448,11478
37075, North Carolina,Graham ,8861,8792,8707,8734,8648,8610,8558
37077, North Carolina,Granville ,59916,57657,57764,58034,58329,58549,59031
37079, North Carolina,Greene ,21362,21679,21392,21217,21236,21190,21168
37081, North Carolina,Guilford ,488406,495129,500841,506794,512562,517548,521330
37083, North Carolina,Halifax ,54691,54189,53866,53318,52971,52323,51766
37085, North Carolina,Harnett ,114678,119211,122220,125095,126780,128124,130881
37087, North Carolina,Haywood ,59036,58714,58796,59131,59376,59899,60682
37089, North Carolina,Henderson ,106740,107474,108014,109269,110707,112327,114209
37091, North Carolina,Hertford ,24669,24520,24414,24400,24368,24108,24136
37093, North Carolina,Hoke ,46952,49401,50413,51109,51640,52841,53262
37095, North Carolina,Hyde ,5810,5827,5736,5726,5662,5503,5517
37097, North Carolina,Iredell ,159437,161111,162823,164811,166921,169992,172916
37099, North Carolina,Jackson ,40271,40202,40560,41020,40985,41327,42241
37101, North Carolina,Johnston ,168878,172835,174837,177729,181025,185733,191450
37103, North Carolina,Jones ,10153,10261,10272,10194,10060,10000,9845
37105, North Carolina,Lee ,57866,58549,59341,59857,59449,59438,59616
37107, North Carolina,Lenoir ,59495,59484,59166,58831,58372,58041,57307
37109, North Carolina,Lincoln ,78265,78185,78612,79089,79474,80574,81168
37111, North Carolina,McDowell ,44996,44974,45006,44990,45029,44963,45075
37113, North Carolina,Macon ,33922,33848,33820,33773,33838,34150,34376
37115, North Carolina,Madison ,20764,20828,20890,21140,21178,21104,21340
37117, North Carolina,Martin ,24505,24238,23888,23703,23455,23334,23172
37119, North Carolina,Mecklenburg ,919628,945113,968367,991322,1010878,1033466,1054835
37121, North Carolina,Mitchell ,15579,15375,15380,15344,15283,15183,15126
37123, North Carolina,Montgomery ,27798,27835,27616,27486,27346,27508,27418
37125, North Carolina,Moore ,88247,89389,90376,91638,93126,94436,95776
37127, North Carolina,Nash ,95840,95685,95240,94461,94299,93919,94005
37129, North Carolina,New Hanover ,202667,205979,209189,213186,216423,219868,223483
37131, North Carolina,Northampton ,22099,21956,21312,20811,20584,20433,20000
37133, North Carolina,Onslow ,177772,177898,183807,185545,185252,187033,187136
37135, North Carolina,Orange ,133801,134689,137551,139114,139876,140696,141796
37137, North Carolina,Pamlico ,13144,13298,13041,12900,12915,12784,12821
37139, North Carolina,Pasquotank ,40661,40383,40546,39774,39690,39673,39864
37141, North Carolina,Pender ,52217,53286,53884,54993,56144,57680,59090
37143, North Carolina,Perquimans ,13453,13466,13543,13596,13468,13410,13335
37145, North Carolina,Person ,39464,39518,39167,39222,39111,39198,39284
37147, North Carolina,Pitt ,168148,170756,172913,174332,175105,176182,177220
37149, North Carolina,Polk ,20510,20285,20246,20378,20317,20344,20334
37151, North Carolina,Randolph ,141752,141835,142251,142276,142444,142553,143416
37153, North Carolina,Richmond ,46639,46636,46357,46132,45687,45436,44939
37155, North Carolina,Robeson ,134168,135103,135412,135074,134869,134292,133235
37157, North Carolina,Rockingham ,93643,93204,92684,91939,91798,91675,91393
37159, North Carolina,Rowan ,138428,137996,137832,138126,138558,139021,139933
37161, North Carolina,Rutherford ,67810,67367,67204,66830,66587,66462,66421
37163, North Carolina,Sampson ,63431,63700,63912,64046,63913,63568,63124
37165, North Carolina,Scotland ,36157,36324,36156,35992,35743,35418,35244
37167, North Carolina,Stanly ,60585,60480,60485,60595,60595,60586,60791
37169, North Carolina,Stokes ,47401,47196,46773,46593,46429,46372,46097
37171, North Carolina,Surry ,73673,73632,73485,72890,72798,72548,72113
37173, North Carolina,Swain ,13981,14016,14098,14017,14282,14428,14346
37175, North Carolina,Transylvania ,33090,32799,32820,32827,32979,33202,33482
37177, North Carolina,Tyrrell ,4407,4340,4138,4101,4120,4140,4141
37179, North Carolina,Union ,201292,205122,208362,212549,218168,222384,226606
37181, North Carolina,Vance ,45422,45250,45057,44510,44378,44351,44244
37183, North Carolina,Wake ,900993,929208,952296,973920,997897,1021974,1046791
37185, North Carolina,Warren ,20972,20994,20663,20521,20318,20213,19907
37187, North Carolina,Washington ,13228,12954,12716,12726,12531,12347,12195
37189, North Carolina,Watauga ,51079,51583,52062,52311,52407,53024,53922
37191, North Carolina,Wayne ,122623,124042,124551,124634,124583,124319,124150
37193, North Carolina,Wilkes ,69340,69189,69279,69073,68827,68519,68740
37195, North Carolina,Wilson ,81234,81444,81755,81603,81379,81686,81661
37197, North Carolina,Yadkin ,38406,38317,38125,38048,37826,37563,37532
37199, North Carolina,Yancey ,17818,17678,17616,17566,17573,17564,17678
38001, North Dakota,Adams ,2343,2304,2319,2375,2367,2373,2305
38003, North Dakota,Barnes ,11066,11108,11004,11126,11090,11019,10926
38005, North Dakota,Benson ,6660,6694,6760,6887,6860,6764,6739
38007, North Dakota,Billings ,783,838,914,889,898,920,934
38009, North Dakota,Bottineau ,6429,6505,6581,6722,6656,6712,6579
38011, North Dakota,Bowman ,3151,3137,3211,3218,3238,3281,3241
38013, North Dakota,Burke ,1968,2049,2162,2286,2237,2312,2198
38015, North Dakota,Burleigh ,81308,83544,85981,88662,90565,93104,94487
38017, North Dakota,Cass ,149778,152925,157040,163246,167203,171524,175249
38019, North Dakota,Cavalier ,3993,3952,3945,3876,3859,3830,3827
38021, North Dakota,Dickey ,5289,5271,5251,5239,5137,5108,5064
38023, North Dakota,Divide ,2071,2141,2239,2318,2428,2446,2413
38025, North Dakota,Dunn ,3536,3751,3967,4144,4369,4574,4366
38027, North Dakota,Eddy ,2385,2351,2372,2390,2364,2367,2358
38029, North Dakota,Emmons ,3550,3528,3485,3483,3425,3393,3346
38031, North Dakota,Foster ,3343,3351,3387,3362,3347,3328,3303
38033, North Dakota,Golden Valley ,1680,1750,1803,1815,1829,1846,1817
38035, North Dakota,Grand Forks ,66861,66646,67697,69307,70132,70746,71083
38037, North Dakota,Grant ,2394,2358,2341,2376,2359,2391,2377
38039, North Dakota,Griggs ,2420,2378,2359,2297,2311,2309,2277
38041, North Dakota,Hettinger ,2477,2524,2558,2663,2654,2693,2629
38043, North Dakota,Kidder ,2435,2443,2431,2420,2421,2409,2414
38045, North Dakota,LaMoure ,4139,4116,4101,4117,4100,4128,4111
38047, North Dakota,Logan ,1990,1968,1938,1937,1946,1933,1941
38049, North Dakota,McHenry ,5395,5492,5783,5891,5958,5965,5963
38051, North Dakota,McIntosh ,2809,2765,2756,2752,2764,2757,2656
38053, North Dakota,McKenzie ,6360,7005,7963,9255,10960,12792,12621
38055, North Dakota,McLean ,8962,9086,9384,9474,9565,9729,9729
38057, North Dakota,Mercer ,8424,8426,8492,8596,8741,8831,8694
38059, North Dakota,Morton ,27471,27739,28084,29042,29860,30368,30809
38061, North Dakota,Mountrail ,7673,8107,8741,9336,9751,10307,10242
38063, North Dakota,Nelson ,3126,3067,3082,3077,3055,2975,2960
38065, North Dakota,Oliver ,1846,1850,1837,1869,1851,1849,1870
38067, North Dakota,Pembina ,7413,7386,7262,7158,7118,7072,7069
38069, North Dakota,Pierce ,4357,4377,4461,4442,4393,4301,4267
38071, North Dakota,Ramsey ,11451,11521,11572,11554,11587,11632,11547
38073, North Dakota,Ransom ,5457,5426,5475,5494,5452,5460,5404
38075, North Dakota,Renville ,2470,2495,2554,2618,2578,2567,2550
38077, North Dakota,Richland ,16321,16273,16221,16301,16381,16390,16353
38079, North Dakota,Rolette ,13937,14152,14364,14648,14702,14662,14659
38081, North Dakota,Sargent ,3829,3802,3894,3873,3920,3866,3890
38083, North Dakota,Sheridan ,1321,1316,1279,1319,1318,1302,1322
38085, North Dakota,Sioux ,4153,4251,4352,4462,4478,4396,4469
38087, North Dakota,Slope ,727,725,761,759,766,764,763
38089, North Dakota,Stark ,24199,25171,26919,28406,30524,32139,31199
38091, North Dakota,Steele ,1975,2035,2000,1966,1955,1961,1962
38093, North Dakota,Stutsman ,21100,21014,20983,21132,21190,21108,21128
38095, North Dakota,Towner ,2246,2295,2326,2297,2305,2268,2263
38097, North Dakota,Traill ,8121,8055,8070,8200,8065,8011,8030
38099, North Dakota,Walsh ,11119,11034,11065,11114,10963,10927,10904
38101, North Dakota,Ward ,61675,64353,65554,68031,69595,71379,70210
38103, North Dakota,Wells ,4207,4219,4266,4190,4171,4160,4098
38105, North Dakota,Williams ,22398,24407,26741,29608,32143,35387,34337
39001, Ohio,Adams ,28550,28522,28358,28140,28135,28016,27907
39003, Ohio,Allen ,106331,105939,105295,105129,104944,104210,103742
39005, Ohio,Ashland ,53139,53261,53247,53193,53244,53380,53652
39007, Ohio,Ashtabula ,101497,101080,100251,99739,99112,98544,98231
39009, Ohio,Athens ,64757,65102,64605,64432,64592,65699,66186
39011, Ohio,Auglaize ,45949,45812,45869,45886,45860,45847,45894
39013, Ohio,Belmont ,70400,70055,69612,69494,69324,69039,68673
39015, Ohio,Brown ,44846,44661,44392,44240,44081,43825,43759
39017, Ohio,Butler ,368130,370199,370651,371092,373451,375459,377537
39019, Ohio,Carroll ,28836,28894,28587,28305,28188,27790,27669
39021, Ohio,Champaign ,40097,39873,39574,39463,39094,38998,38747
39023, Ohio,Clark ,138333,137754,137172,136689,136412,135815,134786
39025, Ohio,Clermont ,197363,198566,199195,200158,201295,201791,203022
39027, Ohio,Clinton ,42040,41912,41828,41868,41819,41852,41902
39029, Ohio,Columbiana ,107841,107238,106417,105801,105563,104683,103685
39031, Ohio,Coshocton ,36901,36909,36818,36750,36568,36587,36602
39033, Ohio,Crawford ,43784,43303,42828,42744,42441,42330,42083
39035, Ohio,Cuyahoga ,1280122,1269895,1265611,1263334,1260226,1255025,1249352
39037, Ohio,Darke ,52959,52666,52496,52330,52221,52100,51778
39039, Ohio,Defiance ,39037,39029,38829,38559,38545,38349,38158
39041, Ohio,Delaware ,174214,178526,181128,185225,189282,192884,196463
39043, Ohio,Erie ,77079,76664,76455,76132,75876,75471,75107
39045, Ohio,Fairfield ,146156,147328,147500,148900,150492,151326,152597
39047, Ohio,Fayette ,29030,28908,28838,28754,28683,28646,28676
39049, Ohio,Franklin ,1163414,1180021,1197640,1214774,1233388,1250269,1264518
39051, Ohio,Fulton ,42698,42467,42452,42326,42560,42477,42514
39053, Ohio,Gallia ,30934,31002,30843,30569,30345,30110,30015
39055, Ohio,Geauga ,93389,93395,93862,93960,94123,94095,94060
39057, Ohio,Greene ,161573,163595,164421,163805,164599,164036,164765
39059, Ohio,Guernsey ,40087,39862,39836,39627,39594,39269,39063
39061, Ohio,Hamilton ,802374,800621,802326,804172,806480,807748,809099
39063, Ohio,Hancock ,74782,75062,75638,75738,75380,75734,75872
39065, Ohio,Hardin ,32058,31815,31639,31740,31776,31632,31474
39067, Ohio,Harrison ,15864,15800,15703,15625,15546,15424,15307
39069, Ohio,Henry ,28215,28227,28074,28077,27887,27783,27629
39071, Ohio,Highland ,43589,43432,43034,43281,43181,43018,43029
39073, Ohio,Hocking ,29380,29481,29304,28612,28722,28474,28340
39075, Ohio,Holmes ,42366,42791,43138,43657,43841,43939,43936
39077, Ohio,Huron ,59626,59395,59243,58832,58639,58366,58439
39079, Ohio,Jackson ,33225,33150,32909,32833,32794,32546,32505
39081, Ohio,Jefferson ,69709,68881,68336,67984,67683,67327,66704
39083, Ohio,Knox ,60921,61285,60790,60843,60970,60973,60814
39085, Ohio,Lake ,230041,229803,229409,229684,229360,229262,228614
39087, Ohio,Lawrence ,62450,62381,62114,61919,61568,61042,60872
39089, Ohio,Licking ,166492,167241,167765,168573,169517,170759,172198
39091, Ohio,Logan ,45858,45606,45444,45453,45532,45348,45165
39093, Ohio,Lorain ,301356,301915,301689,302907,304280,305213,306365
39095, Ohio,Lucas ,441815,439602,437135,436253,434629,433496,432488
39097, Ohio,Madison ,43435,43065,42968,43242,43954,44103,43419
39099, Ohio,Mahoning ,238823,237292,235777,234291,233231,231767,230008
39101, Ohio,Marion ,66501,66547,66229,65885,65656,65232,65096
39103, Ohio,Medina ,172332,173463,173669,174616,175873,176334,177221
39105, Ohio,Meigs ,23770,23699,23602,23467,23329,23203,23125
39107, Ohio,Mercer ,40814,40816,40850,40781,40945,40947,40909
39109, Ohio,Miami ,102506,102835,103103,103377,103964,104197,104679
39111, Ohio,Monroe ,14642,14719,14578,14587,14445,14391,14210
39113, Ohio,Montgomery ,535153,534882,534692,534126,532183,531567,531239
39115, Ohio,Morgan ,15054,15086,14966,14946,14786,14785,14804
39117, Ohio,Morrow ,34827,34901,34972,34973,35089,35091,35036
39119, Ohio,Muskingum ,86074,86241,85872,85735,85975,86305,86068
39121, Ohio,Noble ,14645,14700,14583,14569,14375,14325,14294
39123, Ohio,Ottawa ,41428,41391,41307,41086,41019,40859,40636
39125, Ohio,Paulding ,19614,19398,19270,19171,19006,18973,18865
39127, Ohio,Perry ,36058,36207,35991,35977,35886,35952,35927
39129, Ohio,Pickaway ,55698,55961,56326,56416,56742,56971,57565
39131, Ohio,Pike ,28709,28625,28486,28369,28268,28206,28160
39133, Ohio,Portage ,161419,161868,161427,161504,162088,162042,161921
39135, Ohio,Preble ,42270,42017,41880,41730,41579,41367,41247
39137, Ohio,Putnam ,34499,34395,34189,34093,34204,34038,34056
39139, Ohio,Richland ,124475,123062,122590,122250,121912,121581,121107
39141, Ohio,Ross ,78064,77576,77418,77274,77111,77162,77000
39143, Ohio,Sandusky ,60944,60591,60492,60096,59915,59518,59330
39145, Ohio,Scioto ,79499,79226,78586,78068,77338,76752,76088
39147, Ohio,Seneca ,56745,56434,56038,55826,55757,55579,55353
39149, Ohio,Shelby ,49423,49243,49133,49134,48939,48917,48623
39151, Ohio,Stark ,375586,374265,374807,374965,375563,374865,373612
39153, Ohio,Summit ,541781,541247,541050,541929,542267,541316,540300
39155, Ohio,Trumbull ,210312,208915,207371,206472,205240,203631,201825
39157, Ohio,Tuscarawas ,92582,92514,92452,92683,92637,92702,92420
39159, Ohio,Union ,52300,53126,52834,53431,53737,54315,55457
39161, Ohio,Van Wert ,28744,28698,28715,28459,28440,28529,28362
39163, Ohio,Vinton ,13435,13401,13232,13283,13186,13020,12921
39165, Ohio,Warren ,212693,215780,217788,219775,221856,224439,227063
39167, Ohio,Washington ,61778,61546,61494,61395,61198,61071,60610
39169, Ohio,Wayne ,114520,114654,115045,115317,115796,116108,116470
39171, Ohio,Williams ,37642,37586,37553,37468,37233,37077,37017
39173, Ohio,Wood ,125488,127268,128609,129149,129509,129606,130219
39175, Ohio,Wyandot ,22615,22658,22595,22506,22335,22241,22118
40001, Oklahoma,Adair ,22683,22518,22252,22233,22171,22050,22098
40003, Oklahoma,Alfalfa ,5642,5646,5653,5824,5777,5840,5827
40005, Oklahoma,Atoka ,14182,14121,13978,13815,13846,13786,13810
40007, Oklahoma,Beaver ,5636,5631,5584,5533,5479,5415,5382
40009, Oklahoma,Beckham ,22119,22323,23123,23521,23661,23628,22519
40011, Oklahoma,Blaine ,11943,9683,9814,9784,9854,9788,9643
40013, Oklahoma,Bryan ,42416,43135,43458,44166,44459,44987,45573
40015, Oklahoma,Caddo ,29600,29611,29680,29509,29407,29398,29557
40017, Oklahoma,Canadian ,115541,119438,122543,126061,129437,133283,136532
40019, Oklahoma,Carter ,47557,48085,48099,48590,48738,48666,48556
40021, Oklahoma,Cherokee ,46987,47740,48051,47923,48294,48369,48700
40023, Oklahoma,Choctaw ,15205,15248,15173,15064,15126,15005,14885
40025, Oklahoma,Cimarron ,2475,2484,2392,2320,2271,2200,2162
40027, Oklahoma,Cleveland ,255755,261950,266199,270015,270008,274213,278655
40029, Oklahoma,Coal ,5925,5936,5906,5796,5778,5645,5651
40031, Oklahoma,Comanche ,124098,126096,126609,125014,124962,124196,122136
40033, Oklahoma,Cotton ,6193,6159,6146,6140,6109,5972,5941
40035, Oklahoma,Craig ,15029,14938,14720,14656,14585,14830,14625
40037, Oklahoma,Creek ,69967,70687,70889,70753,70724,70975,71312
40039, Oklahoma,Custer ,27469,27722,28511,29298,29522,29614,29293
40041, Oklahoma,Delaware ,41487,41411,41397,41379,41409,41384,41598
40043, Oklahoma,Dewey ,4810,4760,4786,4827,4934,4944,4819
40045, Oklahoma,Ellis ,4151,4042,4069,4129,4112,4227,4080
40047, Oklahoma,Garfield ,60580,60706,61278,62326,62839,63360,62603
40049, Oklahoma,Garvin ,27576,27381,27302,27380,27533,27795,27838
40051, Oklahoma,Grady ,52431,52760,53054,53662,53848,54556,54655
40053, Oklahoma,Grant ,4527,4546,4510,4516,4477,4504,4465
40055, Oklahoma,Greer ,6239,6152,6059,6156,6137,6055,5998
40057, Oklahoma,Harmon ,2922,2936,2907,2879,2804,2772,2704
40059, Oklahoma,Harper ,3685,3707,3707,3859,3871,3771,3717
40061, Oklahoma,Haskell ,12769,12712,12866,12925,12840,12796,12747
40063, Oklahoma,Hughes ,14003,13854,13797,13743,13803,13728,13566
40065, Oklahoma,Jackson ,26446,26418,26260,26186,25856,25520,25497
40067, Oklahoma,Jefferson ,6472,6438,6329,6333,6257,6250,6230
40069, Oklahoma,Johnston ,10957,11077,10987,10999,11092,10972,11087
40071, Oklahoma,Kay ,46562,45815,45681,45550,45508,45309,44943
40073, Oklahoma,Kingfisher ,15034,15110,14989,15284,15477,15571,15638
40075, Oklahoma,Kiowa ,9446,9408,9346,9344,9278,9148,9077
40077, Oklahoma,Latimer ,11154,11115,10946,10696,10649,10512,10414
40079, Oklahoma,Le Flore ,50384,50253,49983,49928,49922,49721,49873
40081, Oklahoma,Lincoln ,34273,34327,34209,34312,34563,34985,35129
40083, Oklahoma,Logan ,41848,43114,43673,44378,45259,45956,46588
40085, Oklahoma,Love ,9423,9388,9565,9706,9746,9826,9997
40087, Oklahoma,McClain ,34506,35176,35615,36512,37280,38023,38682
40089, Oklahoma,McCurtain ,33151,33250,33240,33145,33110,33039,32822
40091, Oklahoma,McIntosh ,20252,20307,20521,20465,20097,19905,19815
40093, Oklahoma,Major ,7527,7622,7669,7684,7739,7740,7772
40095, Oklahoma,Marshall ,15840,15889,15911,15977,16090,16228,16191
40097, Oklahoma,Mayes ,41259,41296,41124,40908,40851,40810,40920
40099, Oklahoma,Murray ,13488,13620,13637,13700,13796,13908,13918
40101, Oklahoma,Muskogee ,70990,70744,70531,70219,69879,69591,69477
